"","firstTimeStamp","timeStamp","hits","bundleID","domain","domainOwner","domainType","domainClassification","initiatedType"
"115","2025-01-31T09:37:44.103+01:00","2025-01-31T09:37:44.103+01:00",1,"swiss.ricardo.iphone","files.ricardostatic.ch","",2,1,"AppInitiated"
"116","2025-01-31T09:37:44.108+01:00","2025-01-31T09:37:44.108+01:00",1,"swiss.ricardo.iphone","style-6a38.kxcdn.com","",2,1,"AppInitiated"
"117","2025-01-31T09:38:26.544+01:00","2025-01-31T09:38:26.544+01:00",1,"swiss.ricardo.iphone","sync.addlv.smt.docomo.ne.jp","",2,1,"AppInitiated"
"118","2025-01-31T09:37:44.440+01:00","2025-01-31T09:37:44.440+01:00",1,"swiss.ricardo.iphone","sync.1rx.io","",2,1,"AppInitiated"
"119","2025-01-31T09:37:58.458+01:00","2025-01-31T09:37:58.458+01:00",1,"swiss.ricardo.iphone","ce.lijit.com","",2,1,"AppInitiated"
"120","2025-02-02T11:17:20.211+01:00","2025-02-08T14:28:03.832+01:00",10,"swiss.ricardo.iphone","g.doubleclick.net","Google LLC",1,1,"AppInitiated"
"121","2025-02-02T18:19:37.345+01:00","2025-02-08T14:28:12.766+01:00",10,"swiss.ricardo.iphone","app-analytics-services.com","",2,1,"AppInitiated"
"122","2025-02-02T18:19:37.370+01:00","2025-02-08T14:28:03.448+01:00",9,"swiss.ricardo.iphone","login.ricardo.ch","",2,1,"AppInitiated"
"123","2025-02-02T18:19:37.477+01:00","2025-02-08T14:28:06.028+01:00",8,"swiss.ricardo.iphone","rules2.aatkit.com","",2,1,"AppInitiated"
"124","2025-02-02T18:19:37.467+01:00","2025-02-08T14:30:02.901+01:00",23,"swiss.ricardo.iphone","firebaselogging-pa.googleapis.com","Google LLC",1,1,"AppInitiated"
"125","2025-02-02T18:19:37.456+01:00","2025-02-08T14:28:03.342+01:00",3,"swiss.ricardo.iphone","mobile-events.eservice.emarsys.net","SAP SE",1,1,"AppInitiated"
"126","2025-02-02T18:20:01.439+01:00","2025-02-08T14:30:09.707+01:00",16,"swiss.ricardo.iphone","tracking.aatkit.com","AddApptr GmbH",1,1,"AppInitiated"
